,0
1835,"@sculptorfred Ha! I thought I had, so made sure I did! :)"
1836,alansmithpart2 Follback ya :)
1837,@Beverleyward Yay! Happy Publication month! I will ask @bookcasehebden to order it for me :)
1838,Servus Alice Bonasio! Happy to have you in our doido's family :) Tell me   what task do you want to delegate today? http://t.co/MquO7QcVqq
1839,"@daisychaindream Thanks lovely! #FF right back at you, have a lovely day :)"
1840,@MDWidlake @mnorgaard Aaahhh! I see... :)
1841,@IleneVillanueva and you go and tell the whole world to touch them :-)
1842,Thanks Jen...top weekend everyone! :) https://t.co/FjeTSJkmdq
1843,@chruIlo I have to add that to my information :) to be virgin it means that I have to bleed until I die right!! is that what virgin means 😊
1844,@badoinkofficial i can volunteer as one :p
1845,@Mapbox Nice! Can we use it on non-Mapbox maps or is still restricted to be used only with Mapbox basemaps? (contractually speaking :))
1846,@Anna_Colom @UCLGlobalHealth @bbcmediaaction thanks for this. We'll get this added to our student and researchers job board :)
1847,@wiquot Visit my blog http://t.co/UzOAqroWKx thanks :D
1848,@janpaul love me just a little bit more :-)
1849,@mmatto72 @Sandy_Toes75  I do love seafood :-)
1850,"@VJAdeel 
Weltum he teh dety :p Huh =D"
1851,"@tamrinm_sings oh okay, I am sure we will soon enough :)"
1852,10 followers who aren't part of that annoying twitter group this side please :)
1853,Photoset: katmtan: For the Swan Queen fandom :) Sorry the others are blurry! I was so far away and was... http://t.co/uVAZ6cA1Ig
1854,Half 10 start :D
1855,@syukribinahmad have fun besok.. :)
1856,"Sighs""@dcodedboii: Dont b stupid @sleekyskillz: Head Needed urgently ... pls apply within! :-)"""""
1857,"@jamestheeight Hey James, thanks for the tweet. Not currently, no :). Let us know if we can help with anything else. -AL"
1858,@MyGardenCoachUK Appreciate the follow. Like your tweets :) Dorset is a beautiful place!
1859,@joohyunvrl you are a goddess :D
1860,"I honestly had a blast getting shitfaced with the chat and with all you kind souls donating over 70$ tonight, singing disney songs was :D"
1861,"@derabbie Hi Doug, how are you today? Thanks a lot for the follow, I look forward to tweeting with you :)"
1862,@The_Witty_SRK @DeewaniVeronica Counted it too :p 28* Bnte hain ;p
1863,Shiiiitt :)
1864,"@AtushaAvarus..Yes, we all do sometimes. It will pass :)"
1865,"@readin_glasses in that case, cat videos are for all moods. I swear by them. :D"
1866,"@SyasyaSodikin rm35 but still can negooo, male :)"
1867,"@gfcuppatea Just like our sister show just said to you. Morning and welcome. :-)
Have a good day"
1868,@akeihito @jongdeism madeline was in a little school run by nuns with a group of other little girls :-)
1869,@Khaled_Moualdi I don't have anything I need to wake up for :)
1870,Good mornin my beautiful yapsters :-) Happy Friday and all that to you :-) xx
1871,"@grim_tenmiles Finally got to ply my copy at ICON, so happy about that. And yes, I LOVE Alchemists :D @SilentiSonas @nxtrms"
1872,"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x27"
1873,@iocat Yes. Thats very good!:) Hope some news for dayz in game preview :)
1874,Thug :)
1875,@mindwiped but tomorrow lmao hehe :D
1876,#ShareTheLove @hotwifecleo @_PetPuK_ @omaro22omaro for being top HighValue members this week :)
1877,@ReviewResorts @outboundapp thanks for sharing! Enjoy the app! Wishing you a wicked weekend :)
1878,@taemihns halsey : )
1879,@Manavparekh @BhaktisBanter pretty but not for a holiday :) #FlipkartFashionFriday
1880,Happy 30th wedding anniversary to my folks :)
1881,Just in case Bae acts brand new :)💘
1882,@doublefall i'll have to ask first &gt;.&lt; i'll tell you in a few when she replies? :)
1883,@Condor_Ferries how's things looking for tomorrow? Does anything look like it will go wrong? :)
1884,When you complain to someone about something and in the middle of your conversation they ask to go to sleep. Wtf. Rude :)
1885,Stats for the day have arrived. 2 new followers and NO unfollowers :) via http://t.co/IGc54dj3fJ.
1886,Hello :) Get Youth Job Opportunities follow &gt;&gt; @tolajobjobs @Teny101
1887,"Jgh bonding with ma niggs :))
@_bonakid @Vernicks @glnntbngy @fafaarbiee_ http://t.co/7uiVxbZNMp"
1888,"@WforWoman 
Bring it on :))
#WSaleLove"
1889,Linking up with ReadingRes for #wordoftheweek #WotW http://t.co/2qdM3SDbMq Happy place!!! :-)
1890,"4:18am US EST... yeah, I earn money while I sleep....

The thing about me is... I don't sleep :-)... http://t.co/LdArqsrqa9"
1891,"@JessLarum @mdoyle08 haha WHATEVS, JESS! we all know you thought surry hills was near botany! :)"
1892,@LilPinkN1NjA Awwwww cute :D
1893,"@kungfuman316
Well, Gel didn't know, I think... but yeah Alison might. :p"
1894,@Faakh Lsa :D :D :D unexpected response fron unexpected person ;)
1895,Another #ThankYou! for Debbie &amp; Carol :) “Thanks for seeing a record number of patients in the discharge lounge yesterday.  You're great!”
1896,Hi -@imrizzagaddi here :)
1897,@BillyAshworth93 Wrong Turn 6 it was amazing movie bro :))
1898,Just got back from Walmart :-)
1899,@angel_mahiyaa @apki_jasmine @pagallarkee @sweet_heena ok try to balance both twitter n studies.. but don't take a leave :)
1900,@hayleybrown750 morning Hayley :-)
1901,"With the shoulder pads mounted my Inquisitor is finished... for now :)
#Cosplay #cosplayprogress… https://t.co/LrmYdhJRBF"
1902,@gamewriterMike no problem Mike. :)
1903,"@cshottubhire @whittakerdesig1 @GEM_Business67 @Oldham_Hour Tank u, have a great one hope ur busy :)"
1904,@sunny_hundal is that an issue? I dunno. Housing. Low pay. Job insecurity. NHS. Devolution. Dress that up in patriotism if you like :-)
1905,@sweettoothmarti Thanks :)
1906,"@hallasdt hey halla, i love your group, the ark! Its nice to meet you too, jiyeon's the name :)"
1907,Here if you want the full thing @SoaRJect :) https://t.co/Rgw0QCJ0Mo
1908,"@BurntBrian352 Awesome Catch A Buzz video,Burnt Brian! That smoke mist is cool to the extreme!!! :D"
1909,"OPI Avoplex Nail and Cuticle Replenishing Oil 15ml 

Ideal for rough heels and elbows too :) http://t.co/heuCtQaFlK"
1910,@timbudgen I'm serious - each one of those where an amazing submission in themselves. You've done well these weeks :)
1911,@LiamMitch99 Really glad to hear it. :) If you have anymore problems or need us we're only a tweet away. ^LB
1912,@Aas2727 But living in good memories always cherish you as well :)
1913,"Last night was flipping great fun! Learnt how to do a backflip :D

#JumpGiants #Backflip #FoamPit… https://t.co/sYYEwHxr5l"
1914,I just made a song :D :D Plz give me some feedback Link:: …
1915,@ejay21falcon I LOVE YOU!! From the USA. :)
1916,@meliefluous pamer? :)
1917,@RyDemps89 Here's your invite to become a Scope influencer :) Details here: http://t.co/rrIFS8s3EK
1918,@TonuvaCoaching @CoachLee @AnnieLN @marshawright @raybebaby781 @StefanPowell @OpenUniversity @prospect_uk @DrVictoriaG most kind thks -:)
1919,@zachbraff @torixoxx this is kind of true :p #ActuallyThough
1920,Today's Arts and crafts session with Mehtab Aunty :)
1921,Just landed in GC!! Yeeew of to pre LAN :)
1922,@LuiisaAmadoo yeey :D
1923,"@korsikoff Strangely enough, the number of points you'll get all year too :))))"
1924,@ZedDBA No idea. I have to phone up and arrange. :)
1925,Morning Twitter People :D
1926,"A little doodle of the star of my comic, Summoner, which will be back up soon :) #art #doodle http://t.co/7bgF2Y1Zc2"
1927,@DatArabKiid none for you :) 🙅 http://t.co/M0M7ozhbxB
1928,@winnerdumb_ mind to follback? :)
1929,@LondonLycra can I see legs in lycra :p
1930,Hello :) Get Youth Job Opportunities follow &gt;&gt; @tolajobjobs @Motlakasello
1931,@VincentNewen Yes Vincent. We'll definitely do something about it.  :)
1932,@ScottReevesFans where s his official account? :) couldnt find one.
1933,@sweettoothmarti should keep you going for a few mins lol :-)))))
1934,@composurs listen :-) buddy :-) u wanna play it like this :-)
1935,@JoelSuthesh You're welcome :)
1936,@CoolBlindTech Thanks for the follow! :)
1937,"@RoySangwooKim congrats, Roy! :D"
1938,@banouuu what ???:p
1939,Agree great advice for all here :)  https://t.co/uKtJ8epz17
1940,"@gloomyhome when you have time, need 
no bg img
circle crops of our heads
help with font? :D
thanks!
http://t.co/KQ8pICkSlC"
1941,"@TheSYLEPress @SciFiNow Great! I regret not getting a signed copy of #DeathOfGrass. John added ""thanks for loan of the lawnmower"" :-)"
1942,"@FraserNelson @Telegraph not a popular,or charismatic man.he will thrive long as the economy does,n when bubbles bursts so will Georgie :)"
1943,"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x26"
1944,This is great! :) https://t.co/deNyWenYXW
1945,@dayordonez_ I'll save you some :)
1946,"@ealilovic Don't get your hope up, you must travel a million years to get there in the first place :) #fls #sorry"
1947,@AndyHarker1 I will do. You too!! :) xx
1948,@joohyunvrl you have the kindest heart I ever know :D
1949,Hey @SydHillsChamber welcome to our building. :) will drop in and say hello sometime next week.
1950,@spencerspellman thanks! ICeland was amazing! Crazy landscapes - hope you can get there soon! :)
1951,@zid_1899 yok lah.. see you :p
1952,@smitty6253 @Banks @Fintech @Pgelis @DuenaBlomstrom @StuartHeyworth going to be alot easier one way than the other is my view :)
1953,@8eff @OrangeKenya Why? i like it :)
1954,@labelsforlunch such a cute bag! :) #freebiefriday
1955,Beautiful front view of La Concordia College visited and reunited with my friend xxxibmchll :)… https://t.co/icDEqKNMP6
1956,Views from our office are pretty awesome and this is the ugly side! The sea side is even prettier :) http://t.co/c3dDU2rxnv
1957,"Hello this is not Imitatia oe Michelle, leave a mention :) #bot"
1958,@0lliebudz I was waiting for a comeback  about how gross I am :-)
1959,"“ To treat two different things as equal is a form of injustice ” 

#feminism #ineedfeminismbecause .. actually we don't :p"
1960,Soon... we haven't forgotten about our people from PTA :-) http://t.co/RXceUxbGY5
1961,@GrahamTownsend wait... is EVERYONE in that photo on the phone? I wonder if they are talking to each other lol :D
1962,@MrBoltonPTpage Why thank you James! If you're stuck for which cocktail to try next I definitely recommend the Virgin Redhead :) ^J
1963,"@rosehut1 Thanks for your RTs Rose, much appreciated. :)"
1964,Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/lrUwXe378i.
1965,Wacky :D https://t.co/UThCcBQnKD
1966,Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/CcAoyyAGJ7.
1967,"U should rather be finding the ""BESTS"" of a person than finding WORSTS, this makes ur life easy n the others too
#WayToLiveAHappyLife :)"
1968,@Kandelamison You're welcome - thanks for following back! :-)
1969,Awesome - looks a lot like the Hoxton in Holborn :) @TheHospitalClub  https://t.co/FJoaQ40aKz
1970,@thefrfamily @thenthefunbegan @larabee @3princess_1dude @LuminaraKing Thanks so much :) xx
1971,http://t.co/FLVKMeaL1i TODAY IN TEE TOURNAMENT!! #EqualityAct GET YOURS FOR ONLY 11$!! :D http://t.co/7lwnbd1KvJ
1972,@KBaitup oh no.....hope he's okay Karen. If he's like my old dog was he'll just start wagging his bum instead :)
1973,wwoooo late nite drawings everyone come watch :) https://t.co/iWTWzRFrKt
1974,Hello :) Get Youth Job Opportunities follow &gt;&gt; @tolajobjobs @Thabang53214134
1975,"@Laiten1 @Kirst_Barrett That's ok :) Laiten - that's interesting, would you be able to tell us what the card looks like....?"
1976,@AndreyRussia33 I fell asleep arond 1:30 but it was really late considering I was working before and should have been exhausted :)
1977,"Oh its mean, i am mature :) http://t.co/dHZqvQ9YFq"
1978,#FF keeping me busy :) @BrightGroup_USA @Bright_Group @FL_Childrens @FaberChildrens @AnimalStudio1 @HMHKids @bedfordcollege @Candlewick xx
1979,@MottFree Thanks for playing #JourneyPS4!  :D
1980,The foam inside some lady's bra can mob a river!!!!:D=D. True or false?
1981,@GeoffCrowther1 @Goldenorfephoto just about send an all persons bulletin.. well.. tweet. Folk on here are fantastic!  :)
1982,"Spring Fiesta 2015 

Make Some Noise, Awuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu!!!!!!!!! Aich :)"
1983,Its Sept 4th #rudramadevi #anushka @RanaDaggubati #Gunashekar Sir :) http://t.co/T0WI8giNeb
1984,harryxhood you're really pretty and I love the feel of your account so yaya that's nice :) we don't talk at all which is upsetting
1985,"@RyanGage Ooh what's that you're reading? New Humanist, that sounds interesting. Have you seen The Happy Reader magazine? :)"
1986,Username Changed! :D
1987,Rape time at it’s best :D http://t.co/fC5U1TusUk &gt;&gt; http://t.co/GBxQmizM7O http://t.co/0Um6xgpsAn
1988,school in 5 weeks :)
1989,"Check out my ride in #CSRRacing for Android! Try it for FREE!
http://t.co/XVIgThe1j3 a new one :) http://t.co/fLbjhBYcEY"
1990,"@Nutsflipped_z_1 @Medina9996 :D absolutely. &amp; by the way, not 2 mention the lack of hygiene of tose very long clothes during hot temperature"
1991,you have changed so many lives too :) We love you so much! Best idols on the planet ♥  https://t.co/TmbsVgkBGw
1992,@mattturner102 Thanks as always for sharing the @NTYorkshire love Matt :) Will you be braving the weather this weekend?
1993,Ready for the #GES2015Kenya :-) http://t.co/8kFb2ZjDPd
1994,"@r77ank Great work Ryan!, super tidy! DM us your size &amp; address and we will post your #HagerGang t-shirt to you! :D"
1995,@hunnest12 My bad :D ChanHun already have individual photoshoot afterall~
1996,"@NKWarraich Sadkaay,,, Tharkness at peak :)"
1997,"@F_O_R_E_S_TBOY WEll if that was a heatwave, we've lowered our standards. :-)"
1998,"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x25"
1999,No Exams Today :-)
2000,@jayyycgee Well you're about to get recruited to Team Doom. So The Nasty Crew is going to be affiliated. &gt;:)
2001,"@jazminbonilla77 jazmin Bonilla :), Wanna Secret guide to get Free Stars Kim Hollywood? Should check it now before you missed on my Bio"
2002,After Earth! :)) http://t.co/nrqNiBm7Ks
2003,:) where are you situated? @Hijay09
2004,@yamunakrish3 Cool :-)
2005,@oppentrapp Cool :D
2006,"@JCMag82 Hi John, please call +33 1 64 74 40 00 or go to City Hall to know if someone found Ted. Have a lovely day :)"
2007,Pixgram is an app to have a creative slideshow with photos and music you love. Download Pixgram for free :) https://t.co/iiqnFeiB5s 😒🌚
2008,Today is a Happy Day :)) .
2009,@rhutapatil Yeah sure. :)
2010,@CptFrantastic tentatively nibbling an apple and it seems okay :) xxx
2011,"@davidwarner31 Awwww! Ivy,I love her so much,more than you I wanna meet her! ^-^ Sho cute and sweet. :D #Angel :)"
2012,@shraddhaa9 btw will you remember... :)
2013,@Yolandy @Veho Post the vid! :)
2014,"@sweetnuskie i just did, i don't get it tbh :p but Ellie with superpowers is what i live for so i'm happy :p"
2015,when u r obsessed with OTH and watching the whole show for a third time  :)))) 💗
2016,when he thanked liam this year :)))))))) https://t.co/teLnqw7vMR
2017,@RSkrillex @kiranmanral @TurkeyIndia @TurkishAirlines @TK_INDIA @sid_travel thanks :)
2018,"I love @NabilahJKT48 ,Problem? :)
#NgarepFollbackDariNabilahJKT48"
2019,Stats for the week have arrived. 1 new follower and NO unfollowers :) via http://t.co/OE2D7PDVx4.
2020,@kentonchristina Lol! Big is beautiful and that applies to sunglasses too. Jackie O sunnies never go out of style :)))
2021,@johnsonef184562  You're very welcome and than You :)
2022,"@DMedibot (( its okay, now they're even! :D goodnight ))"
